ticker,shares_today,last_close,cap,w_latest,bucket,sector
WAT,59524130,359.5,21398924735.0,0.0003556588383681072,Small,Health Care
TPL,22979410,928.63,21339369508.3,0.0003546690062616263,Small,Energy
SBAC,107379013,198.68,21334062302.84,0.00035458079834687077,Small,Real Estate
GPN,242607106,87.36,21194156780.16,0.0003522555116189696,Small,Financials
DVN,634800000,32.97,20929356000.0,0.00034785441487990607,Small,Energy
CHD,243608695,85.89,20923550813.55,0.0003477579303184206,Small,Consumer Staples
L,207426395,100.05,20753010819.75,0.00034492348621240407,Small,Financials
ON,408973992,50.71,20739071134.32,0.0003446918029671641,Small,Information Technology
CDW,131060745,158.16,20728567429.2,0.0003445172271131059,Small,Information Technology
NI,470855009,43.63,20543404042.670002,0.00034143973626825743,Small,Utilities
NVR,2754202,7430.92,20466254725.84,0.00034015748322309517,Small,Consumer Discretionary
ZBH,198095984,103.03,20409829231.52,0.00033921966854255777,Small,Health Care
DGX,111242362,182.18,20266133509.16,0.00033683138715337967,Small,Health Care
LULU,113468082,178.17,20216608169.94,0.0003360082558589384,Small,Consumer Discretionary
DLTR,203967842,99.05,20203014750.1,0.0003357823276887329,Small,Consumer Staples
CPAY,70614383,284.38,20081318237.54,0.0003337596821200167,Small,Financials
KEY,1112952000,17.82,19832804640.0,0.0003296292849849124,Small,Financials
BG,200062018,97.8,19566065360.399998,0.00032519596959619497,Small,Consumer Staples
TRMB,237969093,81.42,19375443552.06,0.00032202775755930957,Small,Information Technology
J,119536469,159.59,19076825087.71,0.0003170645971453529,Small,Industrials
IT,75735795,250.21,18949853266.95,0.00031495427380732446,Small,Information Technology
AMCR,2308359941,8.14,18790049919.74,0.00031229827713740376,Small,Materials
APTV,217759811,86.19,18768718110.09,0.0003119437337790639,Small,Consumer Discretionary
PKG,89978783,204.83,18430354121.89,0.00030631998658245917,Small,Materials
GPC,139110500,130.93,18213737765.0,0.00030271973456900075,Small,Consumer Discretionary
GDDY,138449017,130.94,18128514285.98,0.00030130328566209066,Small,Information Technology
CTRA,763139972,23.55,17971946340.600002,0.00029870106268737955,Small,Energy
PNR,163641880,109.73,17956423492.4,0.00029844306663256157,Small,Industrials
EVRG,230155314,77.96,17942908279.44,0.0002982184382925315,Small,Utilities
SNA,52007557,343.93,17886959079.010002,0.0002972885398102956,Small,Industrials
INCY,195276145,91.28,17824806515.6,0.00029625553891058927,Small,Health Care
PSKY,1064653411,16.72,17801005031.92,0.0002958599485647239,Small,Communication Services
PFG,222768441,79.62,17736823272.420002,0.00029479322160012763,Small,Financials
LNT,257053590,68.97,17728986102.3,0.0002946629646430379,Small,Utilities
INVH,613008220,28.87,17697547311.4,0.00029414043914282424,Small,Real Estate
DOW,710767392,24.81,17634138995.52,0.0002930865671259806,Small,Materials
BBY,210101265,83.26,17493031323.9,0.0002907413001934271,Small,Consumer Discretionary
LII,35072782,496.24,17404517339.68,0.00028927016175087116,Small,Industrials
WY,721511000,23.89,17236897790.0,0.00028648425661473753,Small,Real Estate
FFIV,57447170,298.34,17138788697.8,0.00028485364357238544,Small,Information Technology
ESS,64404022,264.66,17045168462.520002,0.0002832976371589897,Small,Real Estate
MKC,253239902,66.85,16929087448.699999,0.0002813683234648166,Small,Consumer Staples
IFF,256287081,65.91,16891881508.71,0.00028074994559952165,Small,Materials
GEN,615869113,27.22,16763957255.859999,0.00027862379245252155,Small,Information Technology
FTV,338336345,49.47,16737498987.15,0.0002781840452581572,Small,Industrials
CNC,491133000,34.07,16732901310.0,0.0002781076299926889,Small,Health Care
LUV,517155080,32.2,16652393576.000002,0.00027676955868729966,Small,Industrials
HOLX,222566511,73.99,16467696148.89,0.00027369981227765505,Small,Health Care
EXPD,135718520,117.81,15988998841.2,0.0002657436681960555,Small,Industrials
JBHT,95218346,165.11,15721501108.060001,0.0002612977470008158,Small,Industrials
ZBRA,50845151,308.82,15701999531.82,0.0002609736228666475,Small,Information Technology
MAA,117071138,133.99,15686361780.62,0.0002607137170772045,Small,Real Estate
TKO,82136886,186.85,15347277149.1,0.00025507799249532256,Small,Communication Services
LYB,321648429,47.59,15307248736.11,0.00025441270398003294,Small,Materials
OMC,192983572,79.0,15245702188.0,0.0002533897753012584,Small,Communication Services
KIM,677200477,22.34,15128658656.18,0.0002514444641661846,Small,Real Estate
ERIE,46189068,324.67,14996204707.560001,0.00024924302563191994,Small,Financials
CHRW,118091162,126.06,14886571881.720001,0.00024742088344635994,Small,Industrials
TSN,285760382,51.38,14682368427.16,0.00024402693892162515,Small,Consumer Staples
EG,41943291,348.94,14635691961.539999,0.00024325115706589547,Small,Financials
COO,198808921,73.51,14614443782.710001,0.00024289800368582144,Small,Health Care
ALLE,86031953,167.3,14393145736.900002,0.0002392199400970849,Small,Industrials
TXT,176224064,81.22,14312918478.08,0.00023788653040333942,Small,Industrials
MAS,209363636,68.14,14266038157.04,0.00023710736038756107,Small,Industrials
AVY,77981594,181.59,14160677654.460001,0.00023535622595339983,Small,Materials
CLX,121773579,115.85,14107469127.15,0.0002344718785738607,Small,Consumer Staples
DPZ,33786218,414.86,14016550399.48,0.00023296077231644535,Small,Consumer Discretionary
CF,161972955,86.47,14005801418.85,0.00023278211988358484,Small,Materials
BLDR,110546931,124.06,13714452259.86,0.00022793977828328813,Small,Industrials
BALL,272148895,49.83,13561179437.85,0.00022539232160008772,Small,Materials
NDSN,56186303,235.9,13254348877.7,0.00022029267281164664,Small,Industrials
ARE,170721043,77.41,13215515938.63,0.00021964725355946027,Small,Real Estate
REG,181553314,72.64,13188032728.960001,0.00021919047142919412,Small,Real Estate
HRL,549998433,23.83,13106462658.39,0.00021783474365764488,Small,Consumer Staples
WYNN,103976531,125.57,13056332997.67,0.00021700156829391733,Small,Consumer Discretionary
DOC,694946444,18.76,13037195289.44,0.00021668349179416793,Small,Real Estate
RL,38693006,335.67,12988081324.02,0.00021586719769971008,Small,Consumer Discretionary
DECK,148343362,86.94,12896971892.279999,0.00021435292186303554,Small,Consumer Discretionary
IEX,75287284,167.95,12644499347.8,0.00021015672541851375,Small,Industrials
FOXA,210519458,59.38,12500645416.04,0.0002077658145247171,Small,Communication Services
FOX,235581025,52.9,12462236222.5,0.00020712743809570198,Small,Communication Services
ALB,117682932,105.64,12432024936.48,0.00020662531422618315,Small,Materials
SOLV,173387798,71.44,12386824289.119999,0.0002058740610705865,Small,Health Care
VTRS,1165872127,10.35,12066776514.449999,0.00020055473679747227,Small,Health Care
UDR,331347194,36.24,12008022310.560001,0.00019957821801610653,Small,Real Estate
UHS,56388014,210.68,11879826789.52,0.00019744755628138357,Small,Health Care
BEN,519195475,22.84,11858424649.0,0.00019709184399535994,Small,Financials
BAX,513621061,23.02,11823556824.22,0.00019651232655645823,Small,Health Care
HII,39240631,299.91,11768657643.210001,0.00019559987982433618,Small,Industrials
BXP,158375515,74.18,11748295702.7,0.0001952614560858358,Small,Real Estate
RVTY,116072580,98.89,11478417436.2,0.0001907759694572859,Small,Health Care
HST,687542878,16.49,11337582058.22,0.00018843522815585148,Small,Real Estate
JKHY,72665198,155.83,11323417804.34,0.0001881998124915741,Small,Financials
GNRC,58675951,191.95,11262848794.449999,0.0001871931308958699,Small,Industrials
CPT,106852727,105.06,11225947498.62,0.00018657981634050307,Small,Real Estate
PAYC,56256594,199.51,11223753068.939999,0.00018654334402609776,Small,Industrials
PNW,119427244,92.12,11001637717.28,0.00018285169648149424,Small,Utilities
SWKS,148427568,74.04,10989577134.720001,0.00018265124469074066,Small,Information Technology
POOL,37318008,293.75,10962164850.0,0.0001821956413620096,Small,Consumer Discretionary
SJM,106685160,102.14,10896822242.4,0.000181109620629531,Small,Consumer Staples
SWK,154792247,70.21,10867963661.869999,0.00018062997927580142,Small,Industrials
GL,81003536,133.62,10823692480.32,0.00017989417422025565,Small,Financials
DAY,158006476,68.48,10820283476.480001,0.00017983751518898465,Small,Industrials
AKAM,143385528,75.05,10761083876.4,0.00017885359374166665,Small,Information Technology
HAS,140232540,76.7,10755835818.0,0.00017876636887512095,Small,Consumer Discretionary
AIZ,50459211,211.86,10690288442.460001,0.0001776769448161399,Small,Financials
FDS,37456326,285.3,10686289807.800001,0.0001776104858806632,Small,Financials
NCLH,455250952,23.47,10684739843.439999,0.00017758472484217098,Small,Consumer Discretionary
MRNA,390580775,26.74,10444129923.5,0.0001735856900455423,Small,Health Care
AES,712049564,14.55,10360321156.2,0.00017219275422320035,Small,Utilities
TECH,155693441,65.905,10260976229.105,0.00017054160110191373,Small,Health Care
IVZ,445963773,23.0,10257166779.0,0.00017047828649073847,Small,Financials
IPG,366266390,27.06,9911168513.4,0.0001647276544966269,Small,Communication Services
NWSA,373429315,26.32,9828659570.8,0.00016335632228982214,Small,Communication Services
ALGN,72486368,135.21,9800881817.28,0.00016289464472089087,Small,Health Care
CRL,49214178,197.04,9697161633.119999,0.0001611707730464727,Small,Health Care
MOS,317378326,29.98,9515002213.48,0.0001581432093539379,Small,Materials
LW,139352480,66.38,9250217622.4,0.00015374238168397287,Small,Consumer Staples
DVA,71500000,129.19,9237085000.0,0.0001535241121547628,Small,Health Care
CPB,297703053,30.93,9207955429.289999,0.00015303996683394976,Small,Consumer Staples
MGM,272191042,32.81,8930588088.02,0.0001484300087347005,Small,Consumer Discretionary
EPAM,55696909,159.4,8878087294.6,0.0001475574241804579,Small,Information Technology
CAG,478351641,18.29,8749051513.89,0.0001454127969880374,Small,Consumer Staples
FRT,86266124,101.3,8738758361.199999,0.0001452417206010597,Small,Real Estate
APA,357786460,23.83,8526051341.799999,0.00014170644336776903,Small,Energy
BF-B,303608875,27.95,8485868056.25,0.00014103858080749977,Small,Consumer Staples
TAP,185387559,45.44,8424010680.96,0.00014001048605448825,Small,Consumer Staples
MOH,51400000,163.32,8394648000.0,0.00013952246634644534,Small,Health Care
LKQ,257293192,30.79,7922057381.679999,0.00013166781792757202,Small,Consumer Discretionary
AOS,114259519,68.9,7872480859.1,0.00013084383594485618,Small,Industrials
MTCH,240622147,32.62,7849094435.139999,0.00013045514406046473,Small,Communication Services
HSIC,121268398,63.84,7741774528.320001,0.00012867144353036542,Small,Health Care
MHK,62131911,119.9,7449616128.900001,0.00012381565202476469,Small,Consumer Discretionary
EMN,114832412,62.7,7199992232.400001,0.00011966680126905821,Small,Materials
KMX,146845043,44.26,6499361603.179999,0.00010802203505770112,Small,Consumer Discretionary
NWS,187212070,30.145,5643507850.15,9.3797397353463e-05,Small,Communication Services
